,"doc_std_name","doc_std_name_id","check","orbis_id","orbis_name","name_type_x","number_patents","elastic_score","levensthein_score","jaro_winkler_score","ratcliff_obershelp_score","pam_score","query","guo_bvd_id","guo_name"
643,"APPLIED AUSTRALIA PTY LTD",4447606,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,85,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
645,"RUAG AUSTRALIA PTY LTD",23847100,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,77,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
646,"AMPHENOL AUSTRALIA PTY LTD",4441425,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,83,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
649,"ANIMOTION AUSTRALIA PTY LTD",5288936,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,78,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
650,"SMI AUSTRALIA PTY LTD",5269348,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
651,"NEARMAP AUSTRALIA PTY LTD",19575820,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
653,"INDRA AUSTRALIA PTY LTD",4369952,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
654,"WEBA AUSTRALIA PTY LTD",23761946,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,77,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
655,"YEPP AUSTRALIA PTY LTD",1966897,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,77,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
656,"5B AUSTRALIA PTY LTD",23535173,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,86,1,1,71,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
659,"PANELUX AUSTRALIA PTY LTD",19188649,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
660,"GH AUSTRALIA PTY LTD",4872202,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,81,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
661,"MALTANA AUSTRALIA PTY LTD",24074356,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
662,"DBT AUSTRALIA PTY LTD",3941517,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
663,"TOREMA AUSTRALIA PTY LTD",17184497,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
664,"EDPLAN AUSTRALIA PTY LTD",5278294,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
665,"Konami Australia Pty Ltd.",107325488,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
667,"CEMENT AUSTRALIA PTY LTD",21882090,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
669,"TEREX AUSTRALIA PTY LTD",22345223,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
673,"HOSPIRA AUSTRALIA PTY LTD.",111790713,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
675,"SPS PARTNERS LLC",4034179,"n","US266514512L","FMC PARTNERS LLC","original",1,13,75,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
676,"FLUIDICS PARTNERS LLC",23489963,"n","US266514512L","FMC PARTNERS LLC","original",1,13,81,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
678,"SAB PARTNERS LLC",5256005,"n","US266514512L","FMC PARTNERS LLC","original",1,13,75,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
679,"CITIPATI PARTNERS LLC",865314,"n","US266514512L","FMC PARTNERS LLC","original",1,13,76,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
680,"MV3 PARTNERS LLC",18630731,"n","US266514512L","FMC PARTNERS LLC","original",1,13,75,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
681,"CROWN PARTNERS LLC",3492795,"n","US266514512L","FMC PARTNERS LLC","original",1,13,82,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
682,"AMARONE PARTNERS LLC",23500881,"n","US266514512L","FMC PARTNERS LLC","original",1,13,78,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
683,"SYM PARTNERS LLC",4094508,"n","US266514512L","FMC PARTNERS LLC","original",1,13,75,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
685,"CYRANOS PARTNERS LLC",21187346,"n","US266514512L","FMC PARTNERS LLC","original",1,13,78,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
686,"Ends Partners, LLC",109700618,"n","US266514512L","FMC PARTNERS LLC","original",1,13,79,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
688,"KEL & PARTNERS LLC",4506753,"n","US266514512L","FMC PARTNERS LLC","original",1,13,81,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
689,"MCMCAP PARTNERS LLC",4288513,"n","US266514512L","FMC PARTNERS LLC","original",1,13,69,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
690,"PMT PARTNERS LLC",23471051,"n","US266514512L","FMC PARTNERS LLC","original",1,13,75,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
692,"TNT PARTNERS LLC",22232661,"n","US266514512L","FMC PARTNERS LLC","original",1,13,75,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
693,"IVINCI PARTNERS LLC",22690909,"n","US266514512L","FMC PARTNERS LLC","original",1,13,80,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
694,"DMI Manufacturing Inc.",108402662,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,83,1,1,70,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
695,"GEN MANUFACTURING INC",19568171,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,83,1,1,70,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
696,"ASGCO MANUFACTURING INC",15904065,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,79,1,1,68,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
697,"UNEX MANUFACTURING INC",19572241,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,72,1,1,67,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
698,"Geist Manufacturing Inc.",111445367,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,79,1,1,67,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
700,"Hensley Manufacturing, Inc.",111396232,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,80,1,1,66,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
701,"EXCELLENCE MANUFACTURING INC",1620392,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,79,1,1,66,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
702,"BILLCO MANUFACTURING INC",2318741,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,82,1,1,68,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
703,"AMPRO MANUFACTURING, INC.",111788934,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,79,1,1,67,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
704,"GAST MANUFACTURING, INC",111130777,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,81,1,1,68,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
705,"ALLOR MANUFACTURING INC.",111261685,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,83,1,1,69,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
706,"MT Manufacturing, Inc.",111223268,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,13,76,1,1,66,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
707,"UNITED ALUMINUM CORP",2572000,"n","US132194158L","INTALCO ALUMINUM CORP","original",1,13,78,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
708,"TOTH ALUMINUM CORP",1173509,"n","US132194158L","INTALCO ALUMINUM CORP","original",1,13,82,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
709,"GENI INDUSTRIES, INC.",111856658,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,80,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
712,"Globe Industries, Inc.",111874613,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,83,1,1,67,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
714,"Electro Industries, Inc.",106320640,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,79,1,1,67,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
715,"Hunter Industries, Inc.",111670522,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,86,1,1,70,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
716,"Apical Industries, Inc.",108641611,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,81,1,1,67,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
717,"TEXAS INDUSTRIES INC",1161804,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,68,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
718,"Hess Industries, Inc.",109470827,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,85,1,1,69,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
719,"Acutech Industries, Inc.",110927396,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,79,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
720,"CYTEC INDUSTRIES INC.",149978544,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,83,1,1,68,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
721,"CETYLITE INDUSTRIES, INC.",111486755,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,86,1,1,69,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
722,"Fritz Industries, Inc",111756320,"n","US129589198L","HILITE INDUSTRIES INC","original",1,12,83,1,1,68,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
723,"Camco One Industries, LLC",111625594,"n","US228178586L","FMC INDUSTRIES LLC","original",1,12,81,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
726,"F I X GMBH",9577827,"n","DE6190363015","BI X GMBH","original",1,12,74,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
734,"MIKA PHARMA GMBH",9575439,"n","DE2150198453","ORION PHARMA GMBH","original",1,12,79,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
747,"PARK ADS AUSTRALIA PTY LTD",5130460,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,12,79,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
749,"JAMES AUSTRALIA PTY LTD G",1867356,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,12,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
751,"ALSTOM NORWAY AS",13817349,"n","NO929514173","ALCOA NORWAY ANS","original",1,11,81,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
752,"ALSTOM NORWAY AS",13817349,"n","NO929514173","ALCOA NORWAY ANS","original",1,11,81,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
753,"ALSTOM NORWAY AS",13817349,"n","NO929514173","ALCOA NORWAY ANS","original",1,11,81,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
757,"ASAP NORWAY AS",1934759,"n","NO929514173","ALCOA NORWAY ANS","original",1,11,73,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
758,"ASAP NORWAY AS",1934759,"n","NO929514173","ALCOA NORWAY ANS","original",1,11,73,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
759,"ASAP NORWAY AS",1934759,"n","NO929514173","ALCOA NORWAY ANS","original",1,11,73,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
760,"LEAF PARTNERS LLC 4",19629838,"n","US266514512L","FMC PARTNERS LLC","original",1,11,80,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
761,"B & G PARTNERS LLC",2103543,"n","US266514512L","FMC PARTNERS LLC","original",1,11,81,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
762,"MELTON INTERNATIONAL LLC",3698833,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,76,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
763,"NEOS INTERNATIONAL LLC",1891520,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
764,"AYA INTERNATIONAL LLC",3018503,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,86,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
765,"CATAPULT INTERNATIONAL LLC",22200953,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,81,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
767,"FLUTRENDS INTERNATIONAL LLC",21993148,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
770,"METALOX INTERNATIONAL LLC",3814635,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,74,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
774,"RST2 International, LLC",111495474,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
775,"TRAK INTERNATIONAL, LLC",111368616,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
776,"CROSSFORD INTERNATIONAL LLC",19626010,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
780,"MEDTECH INTERNATIONAL LLC",4493603,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,74,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
782,"Simpak International LLC",111084278,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,76,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
783,"CORRLINE INTERNATIONAL LLC",23060063,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,81,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
784,"KAMMOK INTERNATIONAL LLC",22684511,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,76,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
785,"PONY INTERNATIONAL LLC",2544132,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
786,"NITEK INTERNATIONAL LLC",2900180,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,77,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
787,"DSA INTERNATIONAL LLC",22643134,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,86,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
788,"YEN INTERNATIONAL, LLC",111504495,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,81,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
789,"ClearPoint International, LLC",105423828,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,78,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
790,"VALTECH INTERNATIONAL LLC",3733462,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,74,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
791,"AgOil International, LLC",111861788,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,82,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
792,"MARSON INTERNATIONAL LLC",2905464,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,76,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
794,"SMALTEC INTERNATIONAL LLC",19053237,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,74,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
795,"HURST INTERNATIONAL LLC",4206166,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,82,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
796,"REW INTERNATIONAL LLC",4004985,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,81,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
797,"SIMQUEST INTERNATIONAL LLC",21807867,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,72,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
801,"ABANCO INTERNATIONAL LLC",2779731,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,84,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
802,"ROYAL INTERNATIONAL LLC",23039962,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,77,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
803,"OZONE INTERNATIONAL LLC",2781697,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,77,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
805,"WSI INTERNATIONAL LLC",21766670,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,81,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
810,"Eagle International, LLC",111806680,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,82,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
812,"Runco International, LLC",111267230,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,77,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
814,"LEFTEK INTERNATIONAL LLC",3433269,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,76,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
815,"MOLDCOOL INTERNATIONAL LLC",3028885,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,72,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
816,"COSMALABS INTERNATIONAL, LLC",111879051,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,79,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
817,"ALLORA INTERNATIONAL LLC",3810745,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,80,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
818,"MARGCO INTERNATIONAL LLC",1847428,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,11,76,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
820,"K&H Manufacturing, Inc",110117188,"n","US149205232L","DELAVAL MANUFACTURING INC","original",1,11,78,1,1,67,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
821,"Blu-White Industries, Inc.",111820546,"n","US129589198L","HILITE INDUSTRIES INC","original",1,11,71,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
824,"LILT CANADA INC",5853353,"n","CA132753695L","MERIAL CANADA INC","original",1,11,81,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
825,"LILT CANADA INC",5853353,"n","CA132753695L","MERIAL CANADA INC","original",1,11,81,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
826,"RADISYS CANADA INC",238110,"n","CA132729908L","MERIAL CANADA INC","original",1,11,74,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
827,"RADISYS CANADA INC",238110,"n","CA132729908L","MERIAL CANADA INC","original",1,11,74,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
828,"Zedi Canada Inc.",151350485,"n","CA132753695L","MERIAL CANADA INC","original",1,11,81,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
829,"Zedi Canada Inc.",151350485,"n","CA132753695L","MERIAL CANADA INC","original",1,11,81,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
830,"SOPREMA CANADA INC",5852332,"n","CA132729908L","MERIAL CANADA INC","original",1,11,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
831,"SOPREMA CANADA INC",5852332,"n","CA132729908L","MERIAL CANADA INC","original",1,11,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
834,"OMRON CANADA INC",2801903,"n","CA132753695L","MERIAL CANADA INC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
835,"OMRON CANADA INC",2801903,"n","CA132753695L","MERIAL CANADA INC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
838,"CEMENTATION CANADA INC",23432753,"n","CA163220547L","CHEMINOVA CANADA INC","original",1,11,76,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
839,"CEMENTATION CANADA INC",23432753,"n","CA163220547L","CHEMINOVA CANADA INC","original",1,11,76,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
842,"HYCHEM CANADA INC",17722958,"n","CA163220547L","CHEMINOVA CANADA INC","original",1,11,81,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
843,"HYCHEM CANADA INC",17722958,"n","CA163220547L","CHEMINOVA CANADA INC","original",1,11,81,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
846,"WILAN CANADA INC",22244537,"n","CA133235658L","MERIAL CANADA INC","original",1,11,79,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
847,"WILAN CANADA INC",22244537,"n","CA133235658L","MERIAL CANADA INC","original",1,11,79,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
848,"Thales Canada Inc.",153507714,"n","CA132753695L","MERIAL CANADA INC","original",1,11,76,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
849,"Thales Canada Inc.",153507714,"n","CA132753695L","MERIAL CANADA INC","original",1,11,76,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
850,"ITW CANADA INC",5862867,"n","CA133235658L","MERIAL CANADA INC","original",1,11,77,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
851,"ITW CANADA INC",5862867,"n","CA133235658L","MERIAL CANADA INC","original",1,11,77,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
871,"MGS MACHINE CORP",2603819,"n","US131020974L","FOOD MACHINE CORP","original",1,11,73,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
872,"MOOG LUXEMBOURG SÃƒÂ€RL",23841765,"n","LULB189617","FMC LUXEMBOURG SARL","original",1,11,74,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
880,"REM CHEMICALS INC",1488912,"n","US132517579L","BI CHEMICALS INC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
881,"REM CHEMICALS INC",1488912,"n","US132517579L","BI CHEMICALS INC","original",1,11,79,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
882,"EKA CHEMICALS INC",3091404,"n","US132427712L","BI CHEMICALS INC","original",1,11,79,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
883,"EKA CHEMICALS INC",3091404,"n","US132427712L","BI CHEMICALS INC","original",1,11,79,1,1,69,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
891,"KYON PHARMA INC",2025676,"n","US*290244220","ORION PHARMA INC .","original",1,11,84,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
896,"Fimco Industries",111712974,"n","US228178586L","FMC INDUSTRIES LLC","original",1,11,82,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
897,"Girtz Industries",110591031,"n","US128889674L","HILITE INDUSTRIES","original",1,11,79,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
898,"GMA Industries",107878719,"n","US228178586L","FMC INDUSTRIES LLC","original",1,11,75,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
899,"ORC Industries",107709306,"n","US202895832L","FMC INDUSTRIES LLC","original",1,11,75,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
900,"MG Industries",147313537,"n","US228178586L","FMC INDUSTRIES LLC","original",1,11,71,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
902,"FIBER FIX INTERNATIONAL LLC",21802691,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,79,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
903,"COMPU DATA INTERNATIONAL LLC",19659669,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,78,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
905,"BONE CARE INTERNATIONAL LLC",3877032,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,79,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
